username,how_many_reviews,location,date,rating,rating_title,rating_description,date_of_experience
Joan,2,US,"Feb 1, 2022",Rated 5 out of 5 stars,Abbey was great!,Abbey was great!! Very fast response from her and handling my request.,"February 01, 2022"
Eileen Murphy,4,GB,"Feb 1, 2022",Rated 5 out of 5 stars,Kayla was very prompt and sorted my…,Kayla was very prompt and sorted my query out in minutes.,"February 01, 2022"
Alibee,7,GB,"Feb 1, 2022",Rated 4 out of 5 stars,Seemed to understand,"Abbey understood the problem ( unlike some of her colleagues) and followed procedures quickly and efficiently.The procedures could be more stringent though, but that is nothing to do with Abbey","February 01, 2022"
Audrie Woods,2,US,"Feb 1, 2022",Rated 3 out of 5 stars,No Transparicy,I Did not like that one thing leading to the next had a fee the jobs where for people already trained the begginers even required knowlege that i did not have,"February 01, 2022"
Gracie Wilkins,1,US,"Feb 1, 2022",Rated 5 out of 5 stars,My operater was quick and…,My operater was quick and knowledgeable. And helped me with ease. Very pleased with my experience and the help provided to me. Thank you,"February 01, 2022"
Vicky Goswami,1,IN,"Feb 1, 2022",Rated 5 out of 5 stars,This is so cool,,"February 01, 2022"
Martin McNeill,1,GB,"Jan 31, 2022",Rated 5 out of 5 stars,Questions answered,I had a couple of quieries about an order i had just placed and chatted to Abbey from Clickbank and she was quick and helpful in answering my questions 5 stars,"January 31, 2022"
clay,1,US,"Jan 31, 2022",Rated 5 out of 5 stars,great customer service,"great customer service! I was accidently charged twice and the customer service agent took care of it right away, thank you","January 31, 2022"
Knitterdsm,2,US,"Jan 31, 2022",Rated 5 out of 5 stars,Abbey was very helpful and gave me the…,Abbey was very helpful and gave me the result I requested.,"January 31, 2022"
Hschoneb,2,US,"Jan 31, 2022",Rated 5 out of 5 stars,This was very helpful,"This was very helpful.  The agent was very expeditious, friendly, efficient, and helpful","January 31, 2022"
Elle,9,IE,"Jan 31, 2022",Rated 5 out of 5 stars,Abbey was very helpful and friendly …,Abbey was very helpful and friendly  response. Thank you 😊,"January 31, 2022"
angela wallace,1,US,"Jan 31, 2022",Rated 5 out of 5 stars,A+ customer service representative,"The customer service representative was kind, helpful, and very concerned about my experience. Top notch!!","January 31, 2022"
cecilia,2,SE,"Jan 31, 2022",Rated 5 out of 5 stars,Quick reply,Quick reply! :),"January 31, 2022"
Anshu Charan,1,IN,"Jan 29, 2022",Rated 5 out of 5 stars,Best app👍,This is best app 👍,"January 29, 2022"
Prakash,3,IN,"Jan 28, 2022",Rated 1 out of 5 stars,Hi I have tried to open my CB account…,"Hi I have tried to open my CB account to promote some good products and was unable to open the clickbank account the moment i fill up the details before the account is open it says disabled, not sure what did i do wrong?","January 28, 2022"
William,2,US,"Jan 28, 2022",Rated 5 out of 5 stars,The person was very helpful.,The person was very helpful in helping me solve my problem and questions. Thank you very much.,"January 28, 2022"
Manfred Ursprunger,1,US,"Jan 27, 2022",Rated 5 out of 5 stars,This service was very quick and…,This service was very quick and efficient. thank you.,"January 27, 2022"
Kevin Sanok,1,US,"Jan 27, 2022",Rated 5 out of 5 stars,Quick Help,Abbey was able to help me with the issue I was having very quickly.,"January 27, 2022"
Michelle M,1,US,"Jan 27, 2022",Rated 5 out of 5 stars,Customer service was awesome,,"January 27, 2022"
Dominic Boyi,1,US,"Jan 26, 2022",Rated 5 out of 5 stars,Good customer base,,"January 26, 2022"
Llonie Manz,1,CA,"Jan 26, 2022",Rated 5 out of 5 stars,Abbey is excellent in resolving the…,Abbey is excellent in resolving the problem! Thanks.,"January 26, 2022"
Chot Smoke,1,GB,"Jan 26, 2022",Rated 1 out of 5 stars,signed up and disabled straight away,"signed up, as soon as i complete my profile it saysaccount disabledno option to continue","January 26, 2022"
MaryAnn,4,US,"Jan 26, 2022",Rated 5 out of 5 stars,Abbey was a great help to me and she…,Abbey was a great help to me and she resolved all my issues!,"January 26, 2022"
Sharon  Burbank,3,US,"Jan 25, 2022",Rated 5 out of 5 stars,Abbey was very friendly and helpful,Abbey was very friendly and helpful. She answered all my questions and gave me all the information I needed,"January 25, 2022"
Ronnie,2,US,"Jan 25, 2022",Rated 5 out of 5 stars,Abby with ClickBank responded almost…,Abby with ClickBank responded almost immediately.  Answered all my questions.  Resolved my issue.  I now know when to expect the product I ordered. I appreciate her efforts,"January 25, 2022"
Ivan Johnson,1,AU,"Jan 25, 2022",Rated 5 out of 5 stars,Review of ClickBank customer service,"I found the Customer Service rep who attended to my problem to be super efficient, knowledgeable and friendly.I rate ClickBank within the best 3 companies in the world.","January 25, 2022"
Marleen Davis,3,US,"Jan 24, 2022",Rated 5 out of 5 stars,Helpful and efficient!,"I hope I remember her name ""Debbie""  She is helpful and very efficient!  I feel confident that my problem will be handled well and taken care of because of her.  I appreciate her professionalism.","January 24, 2022"
Sydni Poteat,1,US,"Jan 24, 2022",Rated 5 out of 5 stars,Long story short Abbey was exceptional,Long story short Abbey was exceptional. Amazing customer friendly service!,"January 24, 2022"
Marie Slabbert,1,ZA,"Jan 24, 2022",Rated 5 out of 5 stars,Abbey's service are awesome,Abbey's service are awesome.  We really appreciate her cooperation in this regard.  Thank you,"January 24, 2022"
Mark McLoughlin,3,GB,"Jan 24, 2022",Rated 5 out of 5 stars,Support,I found the support to be excellent and I hope to get my problem sorted swiftly.I have found all my transactions with click bank to be first class,"January 24, 2022"
Banerji Gloridason,1,CA,"Jan 24, 2022",Rated 5 out of 5 stars,Abbey,Abbey - thank you very much for taking precious time to help access previous orders.Appreciate this very much and God bless you for being a blessing. My heart warms to the love of Jesus in you through your assistance today.Thank you again and have a blessed year !,"January 24, 2022"
Elizabeth Edmonds,1,US,"Jan 24, 2022",Rated 5 out of 5 stars,Iwas pleased with my chat with your rep.,,"January 24, 2022"
ABDUL MOTALIB SARKER,2,BD,"Jan 24, 2022",Rated 5 out of 5 stars,Please help to guideline to  me all site,,"January 24, 2022"
W Gallant,1,CA,"Jan 23, 2022",Rated 5 out of 5 stars,Therisa was very helpful and kind.,,"January 23, 2022"
Ike Sewpa,1,ZA,"Jan 22, 2022",Rated 5 out of 5 stars,I received a prompt and useful feedback…,I received a prompt and useful feedback for my query,"January 22, 2022"
Lauren Harrington,7,US,"Jan 22, 2022",Rated 5 out of 5 stars,Exceptional Support Experience,I locked myself out of my account and support instructed me as to exactly what I needed to do to get back in. Her instructions were precise so I was easily able to follow them and I really appreciate that. Thank you!,"January 22, 2022"
Anish,3,GB,"Jan 21, 2022",Rated 5 out of 5 stars,Excellent customer service,Excellent customer service - swift and efficient in getting the job done.,"January 21, 2022"
Ellisa,1,MY,"Jan 21, 2022",Rated 5 out of 5 stars,Abbey is a great help,Abbey is a great help. Very fast and easy to deal with. Less than 5 minutes and my problem is settled,"January 21, 2022"
san,1,NP,"Jan 21, 2022",Rated 2 out of 5 stars,I do have a problem in signup for the…,"I do have a problem in signup for the account, dont know why, and I am waiting for feedback.","January 21, 2022"
Anna Steele,1,US,"Jan 21, 2022",Rated 5 out of 5 stars,Outstanding Customer Service,"The representative was very informative, polite, as well as answered my questions before I could ask them. I would recommend this representative to every customer! Definitely needs a raise!","January 21, 2022"
Sniper Hunting Chair,1,ZA,"Jan 20, 2022",Rated 5 out of 5 stars,My parcel got lost,"My parcel got lost, but Abbey from Click bank help me to track my order and contact the supplier on my behalf and I believe this will get solved.Thanks to Abbey","January 20, 2022"
Glen Arbuckle,1,US,"Jan 20, 2022",Rated 5 out of 5 stars,I am very satisfied with the quick…,I am very satisfied with the quick response.,"January 20, 2022"
Naveed Manzoor Mohammad,1,IN,"Jan 20, 2022",Rated 1 out of 5 stars,Waste of Time,"Tried to create a affiliate account..after creating account it  says ""Account DisabledWe appreciate your interest in ClickBank. Based on a review of your profile information, we are unable to offer you a ClickBank account at this time.This decision is final. Inquiries through our support channels regarding this decision will not change this account status.No further action is required. Thank you for your understanding.""If they are not looking for new affiliates they should state that they are not looking for new affiliates or disable signup of new account..Don't waste others time...","January 20, 2022"
Me,2,US,"Jan 19, 2022",Rated 5 out of 5 stars,Lourdes was efficient and courteous in…,Lourdes was efficient and courteous in the performance of this task. I am grateful for her patience and professional attitude.,"January 19, 2022"
Vicki Christoffersen,1,US,"Jan 19, 2022",Rated 5 out of 5 stars,I was so happy chatting w/ Abby,"I was so happy chatting w/ Abby. She put my mind at ease. I have been having such a hard time, w/ my return of 15 bottles. I had returned my 15 bottles, I didn't know if they received it or not. The emails were conclusioning me, with the Open/Close, which make me think, they were closing on my refund. But thanks to Abby, she explained everything, beautifully. I now have peace of mind.","January 19, 2022"
Chrisitne Hanlon,2,GB,"Jan 19, 2022",Rated 5 out of 5 stars,A wonderful experience with Manuel from ClickBank from start to finish,"I have had great difficulty in contacting my supplier of goods purchased in November and the Customs in Spain. I decided in desperation to contact ClickBank and was so glad I did. Manuel was extremely, polite and helpful and amazingly (in my opinion) managed to sort my problem out very quickly. He dealt with me very calmly and politely. A wonderful human being","January 19, 2022"
Lois Mcvicker,1,NZ,"Jan 18, 2022",Rated 5 out of 5 stars,"Excellent ,helpful,patient service from…","Excellent ,helpful,patient service from Thresia, thank you","January 18, 2022"
lizz montreuil,1,CA,"Jan 17, 2022",Rated 5 out of 5 stars,really helpful,,"January 17, 2022"
Afnan Dar,1,SA,"Jan 17, 2022",Rated 5 out of 5 stars,Very good and quick response.,,"January 17, 2022"
Open Kindle,1,NL,"Jan 17, 2022",Rated 1 out of 5 stars,my country is not allowed,"my account was suspended, before i start working,, Morocco my country is not allowed, i can say i am honest on work online , and i need work !","January 17, 2022"
Ivan Mulholland,8,GB,"Jan 16, 2022",Rated 5 out of 5 stars,The agent was really helpful.,,"January 16, 2022"
Matthew Finnell,1,US,"Jan 15, 2022",Rated 5 out of 5 stars,Thresia was prompt,"Thresia was prompt, courteous and professional.  I hope the delivery issues get this smooth.","January 15, 2022"
Steven,6,DK,"Jan 15, 2022",Rated 5 out of 5 stars,Was I mislead or ?,"Theresa was very nice,  helpful and didnt give up the sale,  but I didnt want the addon acceleration program. I felt led on because it seemed that the whole program was for 877.71kr. Then it was actually to billings for 370kr and 877kr. Totally too much, and feeling mislead.","January 15, 2022"
